Timestamp,Position_X,Position_Y,Position_Z,Rotation_X,Rotation_Y,Rotation_Z,Speed,Steering_Input,Throttle_Input,Brake_Input,WheelRPM_FL,WheelRPM_FR,WheelRPM_RL,WheelRPM_RR,MotorTorque_FL,MotorTorque_FR,MotorTorque_RL,MotorTorque_RR,BrakeTorque_FL,BrakeTorque_FR,BrakeTorque_RL,BrakeTorque_RR,Action
347060,209.9737,0.6530848,116.4817,-0.003867397,267.6727,5.53E-05,0.2628292,0,0,0,6.744167,6.744167,6.744208,6.744208,0,0,0,0,0,0,0,0,Maintain Speed
347080,209.9685,0.6530734,116.4815,359.9914,267.6727,6.79E-05,0.2622542,0,0,0,6.72019,6.72019,6.720229,6.720229,0,0,0,0,0,0,0,0,Maintain Speed
347100,209.9633,0.6530645,116.4813,359.9876,267.6727,7.68E-05,0.2616824,0,0,0,6.695412,6.695412,6.695449,6.695449,0,0,0,0,0,0,0,0,Maintain Speed
347120,209.9581,0.6530581,116.481,359.9846,267.6727,8.20E-05,0.261113,0,0,0,6.670259,6.670259,6.670295,6.670295,0,0,0,0,0,0,0,0,Maintain Speed
347140,209.9529,0.6530541,116.4808,359.9826,267.6727,8.37E-05,0.2605452,0,0,0,6.645117,6.645117,6.645153,6.645153,0,0,0,0,0,0,0,0,Maintain Speed
347160,209.9477,0.6530524,116.4806,359.9815,267.6727,8.22E-05,0.2599781,0,0,0,6.620345,6.620345,6.62038,6.62038,0,0,0,0,0,0,0,0,Maintain Speed
347180,209.9425,0.6530529,116.4804,359.9811,267.6727,7.83E-05,0.2594113,0,0,0,6.596228,6.596228,6.596265,6.596265,0,0,0,0,0,0,0,0,Maintain Speed
347200,209.9373,0.6530552,116.4802,359.9815,267.6727,7.23E-05,0.2588442,0,0,0,6.573018,6.57302,6.573055,6.573056,0,0,0,0,0,0,0,0,Maintain Speed
347220,209.9321,0.653059,116.48,359.9825,267.6727,6.40E-05,0.2582763,0,0,0,6.550892,6.550892,6.550931,6.550931,0,0,0,0,0,0,0,0,Maintain Speed
347240,209.927,0.653064,116.4798,359.9841,267.6727,5.41E-05,0.2577074,0,0,0,6.529984,6.529984,6.530022,6.530022,0,0,0,0,0,0,0,0,Maintain Speed
347260,209.9218,0.6530699,116.4796,359.986,267.6727,4.30E-05,0.2571372,0,0,0,6.510355,6.510355,6.510395,6.510395,0,0,0,0,0,0,0,0,Maintain Speed
347280,209.9167,0.6530763,116.4794,359.9883,267.6727,3.18E-05,0.2565656,0,0,0,6.492042,6.492042,6.492083,6.492083,0,0,0,0,0,0,0,0,Maintain Speed
347300,209.9116,0.653083,116.4792,359.9907,267.6727,2.05E-05,0.2559927,0,0,0,6.47501,6.47501,6.475052,6.475052,0,0,0,0,0,0,0,0,Maintain Speed
347320,209.9065,0.6530896,116.479,359.9932,267.6727,9.24E-06,0.2554187,0,0,0,6.459201,6.459201,6.459244,6.459244,0,0,0,0,0,0,0,0,Maintain Speed
347340,209.9014,0.6530961,116.4788,-0.004250514,267.6727,-1.36E-06,0.2548436,0,0,0,6.444519,6.444519,6.444562,6.444562,0,0,0,0,0,0,0,0,Maintain Speed
347360,209.8963,0.653102,116.4785,-0.001834215,267.6727,-1.11E-05,0.2542678,0,0,0,6.430836,6.430836,6.43088,6.43088,0,0,0,0,0,0,0,0,Maintain Speed
347380,209.8912,0.6531073,116.4783,0.000415201,267.6727,-1.95E-05,0.2536915,0,0,0,6.418015,6.418015,6.41806,6.41806,0,0,0,0,0,0,0,0,Maintain Speed
347400,209.8862,0.6531118,116.4781,0.002440026,267.6727,-2.69E-05,0.2531149,0,0,0,6.405906,6.405906,6.405951,6.405951,0,0,0,0,0,0,0,0,Maintain Speed
347420,209.8811,0.6531156,116.4779,0.004197593,267.6727,-3.29E-05,0.2525386,0,0,0,6.394341,6.394341,6.394388,6.394388,0,0,0,0,0,0,0,0,Maintain Speed
347440,209.8761,0.6531185,116.4777,0.005658338,267.6727,-3.72E-05,0.2519628,0,0,0,6.383168,6.383168,6.383214,6.383214,0,0,0,0,0,0,0,0,Maintain Speed
347460,209.871,0.6531205,116.4775,0.006806402,267.6727,-4.05E-05,0.2513877,0,0,0,6.372233,6.372233,6.37228,6.37228,0,0,0,0,0,0,0,0,Maintain Speed
347480,209.866,0.6531217,116.4773,0.00763863,267.6727,-4.25E-05,0.2508138,0,0,0,6.361397,6.361397,6.361444,6.361444,0,0,0,0,0,0,0,0,Maintain Speed
347500,209.861,0.6531222,116.4771,0.008162655,267.6727,-4.30E-05,0.2502412,0,0,0,6.350524,6.350524,6.35057,6.35057,0,0,0,0,0,0,0,0,Maintain Speed
347520,209.856,0.6531219,116.4769,0.008396033,267.6727,-4.25E-05,0.2496702,0,0,0,6.339514,6.339514,6.33956,6.33956,0,0,0,0,0,0,0,0,Maintain Speed
347540,209.8511,0.6531211,116.4767,0.008363886,267.6727,-4.06E-05,0.249101,0,0,0,6.328265,6.328265,6.32831,6.32831,0,0,0,0,0,0,0,0,Maintain Speed
347560,209.8461,0.6531198,116.4765,0.008097687,267.6727,-3.80E-05,0.2485338,0,0,0,6.316704,6.316704,6.316749,6.316749,0,0,0,0,0,0,0,0,Maintain Speed
347580,209.8412,0.6531181,116.4763,0.00763279,267.6727,-3.51E-05,0.2479686,0,0,0,6.30479,6.30479,6.304833,6.304835,0,0,0,0,0,0,0,0,Maintain Speed
347600,209.8362,0.6531161,116.4761,0.007007966,267.6727,-3.15E-05,0.2474055,0,0,0,6.292474,6.292474,6.292518,6.292518,0,0,0,0,0,0,0,0,Maintain Speed
347620,209.8313,0.653114,116.4759,0.006262765,267.6727,-2.72E-05,0.2468446,0,0,0,6.279754,6.279754,6.279798,6.279798,0,0,0,0,0,0,0,0,Maintain Speed
347640,209.8264,0.6531117,116.4757,0.005435945,267.6727,-2.31E-05,0.2462859,0,0,0,6.266623,6.266623,6.266666,6.266666,0,0,0,0,0,0,0,0,Maintain Speed
347660,209.8214,0.6531096,116.4755,0.004564927,267.6727,-1.89E-05,0.2457293,0,0,0,6.2531,6.2531,6.253142,6.253142,0,0,0,0,0,0,0,0,Maintain Speed
347680,209.8165,0.6531074,116.4753,0.003684175,267.6727,-1.50E-05,0.2451748,0,0,0,6.239215,6.239215,6.239256,6.239257,0,0,0,0,0,0,0,0,Maintain Speed
347700,209.8117,0.6531055,116.4751,0.00282475,267.6727,-1.12E-05,0.2446222,0,0,0,6.225004,6.225004,6.225044,6.225044,0,0,0,0,0,0,0,0,Maintain Speed
347720,209.8068,0.6531037,116.4749,0.002013588,267.6727,-7.56E-06,0.2440716,0,0,0,6.210515,6.210515,6.210556,6.210556,0,0,0,0,0,0,0,0,Maintain Speed
347740,209.8019,0.6531022,116.4747,0.001272233,267.6727,-4.30E-06,0.2435228,0,0,0,6.195803,6.195803,6.195843,6.195843,0,0,0,0,0,0,0,0,Maintain Speed
347760,209.7971,0.653101,116.4745,0.000618128,267.6727,-1.41E-06,0.2429757,0,0,0,6.18092,6.18092,6.180959,6.180959,0,0,0,0,0,0,0,0,Maintain Speed
347780,209.7922,0.6531,116.4743,6.34E-05,267.6727,7.48E-07,0.2424301,0,0,0,6.165919,6.165919,6.165957,6.165957,0,0,0,0,0,0,0,0,Maintain Speed
347800,209.7874,0.6530993,116.4741,-0.000384513,267.6727,2.46E-06,0.241886,0,0,0,6.150856,6.150856,6.150894,6.150894,0,0,0,0,0,0,0,0,Maintain Speed
347820,209.7826,0.6530988,116.4739,-0.000722736,267.6727,3.66E-06,0.2413432,0,0,0,6.135784,6.135784,6.135822,6.135822,0,0,0,0,0,0,0,0,Maintain Speed
347840,209.7778,0.6530986,116.4737,-0.000952535,267.6727,4.45E-06,0.2408017,0,0,0,6.120748,6.120748,6.120786,6.120786,0,0,0,0,0,0,0,0,Maintain Speed
347860,209.773,0.6530986,116.4735,-0.001078425,267.6727,4.53E-06,0.2402613,0,0,0,6.105786,6.105786,6.105824,6.105824,0,0,0,0,0,0,0,0,Maintain Speed
347880,209.7682,0.6530988,116.4733,-0.001108157,267.6727,4.27E-06,0.239722,0,0,0,6.090934,6.090934,6.090971,6.090971,0,0,0,0,0,0,0,0,Maintain Speed
347900,209.7634,0.6530992,116.4731,-0.001051836,267.6727,3.56E-06,0.2391837,0,0,0,6.076225,6.076225,6.076263,6.076263,0,0,0,0,0,0,0,0,Maintain Speed
347920,209.7586,0.6530997,116.4729,-0.000921194,267.6727,2.52E-06,0.2386464,0,0,0,6.061675,6.061675,6.061712,6.061712,0,0,0,0,0,0,0,0,Maintain Speed
347940,209.7539,0.6531003,116.4727,-0.00072973,267.6727,1.20E-06,0.2381099,0,0,0,6.047303,6.047303,6.04734,6.04734,0,0,0,0,0,0,0,0,Maintain Speed
347960,209.7491,0.653101,116.4726,-0.000490611,267.6727,-6.22E-08,0.2375744,0,0,0,6.033109,6.033109,6.033146,6.033146,0,0,0,0,0,0,0,0,Maintain Speed
347980,209.7444,0.6531017,116.4724,-0.000217645,267.6727,-1.61E-06,0.2370398,0,0,0,6.0191,6.0191,6.019136,6.019136,0,0,0,0,0,0,0,0,Maintain Speed
348000,209.7397,0.6531024,116.4722,7.61E-05,267.6727,-3.13E-06,0.236506,0,0,0,6.005273,6.005273,6.005311,6.005311,0,0,0,0,0,0,0,0,Maintain Speed
348020,209.7349,0.6531031,116.472,0.000378223,267.6727,-4.71E-06,0.2359732,0,0,0,5.991619,5.991619,5.991656,5.991656,0,0,0,0,0,0,0,0,Maintain Speed
348040,209.7302,0.6531038,116.4718,0.000676998,267.6727,-6.43E-06,0.2354413,0,0,0,5.978124,5.978124,5.978161,5.978161,0,0,0,0,0,0,0,0,Maintain Speed
348060,209.7255,0.6531044,116.4716,0.000962833,267.6727,-7.85E-06,0.2349104,0,0,0,5.964772,5.964772,5.964808,5.964808,0,0,0,0,0,0,0,0,Maintain Speed
348080,209.7209,0.653105,116.4714,0.001227533,267.6727,-9.03E-06,0.2343804,0,0,0,5.95155,5.95155,5.951586,5.951586,0,0,0,0,0,0,0,0,Maintain Speed
348100,209.7162,0.6531055,116.4712,0.001464487,267.6727,-1.03E-05,0.2338515,0,0,0,5.938435,5.938435,5.938471,5.938471,0,0,0,0,0,0,0,0,Maintain Speed
348120,209.7115,0.6531059,116.471,0.001668414,267.6727,-1.12E-05,0.2333236,0,0,0,5.925408,5.925408,5.925445,5.925445,0,0,0,0,0,0,0,0,Maintain Speed
348140,209.7069,0.6531061,116.4708,0.001836055,267.6727,-1.19E-05,0.2327968,0,0,0,5.912455,5.912455,5.912492,5.912492,0,0,0,0,0,0,0,0,Maintain Speed
348160,209.7022,0.6531063,116.4706,0.001966098,267.6727,-1.26E-05,0.2322712,0,0,0,5.899551,5.899551,5.899588,5.899588,0,0,0,0,0,0,0,0,Maintain Speed
348180,209.6976,0.6531065,116.4705,0.002057914,267.6727,-1.31E-05,0.2317467,0,0,0,5.886685,5.886685,5.886722,5.886722,0,0,0,0,0,0,0,0,Maintain Speed
348200,209.693,0.6531065,116.4703,0.002113456,267.6727,-1.32E-05,0.2312234,0,0,0,5.873835,5.873835,5.873871,5.873871,0,0,0,0,0,0,0,0,Maintain Speed
348220,209.6884,0.6531065,116.4701,0.002134275,267.6727,-1.35E-05,0.2307014,0,0,0,5.860996,5.860996,5.861032,5.861032,0,0,0,0,0,0,0,0,Maintain Speed
348240,209.6838,0.6531063,116.4699,0.002123411,267.6727,-1.35E-05,0.2301805,0,0,0,5.848154,5.848154,5.848189,5.848189,0,0,0,0,0,0,0,0,Maintain Speed
348260,209.6792,0.6531062,116.4697,0.002085021,267.6727,-1.33E-05,0.229661,0,0,0,5.835295,5.835295,5.835331,5.835331,0,0,0,0,0,0,0,0,Maintain Speed
348280,209.6746,0.653106,116.4695,0.002023451,267.6727,-1.31E-05,0.2291427,0,0,0,5.82242,5.82242,5.822455,5.822455,0,0,0,0,0,0,0,0,Maintain Speed
348300,209.67,0.6531057,116.4693,0.0019435,267.6727,-1.26E-05,0.2286257,0,0,0,5.80952,5.80952,5.809555,5.809555,0,0,0,0,0,0,0,0,Maintain Speed
348320,209.6655,0.6531055,116.4692,0.001849739,267.6727,-1.19E-05,0.2281099,0,0,0,5.7966,5.7966,5.796636,5.796636,0,0,0,0,0,0,0,0,Maintain Speed
348340,209.6609,0.6531053,116.469,0.001747014,267.6727,-1.12E-05,0.2275955,0,0,0,5.783654,5.783654,5.783689,5.783689,0,0,0,0,0,0,0,0,Maintain Speed
348360,209.6564,0.653105,116.4688,0.001639758,267.6727,-1.05E-05,0.2270822,0,0,0,5.770687,5.770687,5.770721,5.770721,0,0,0,0,0,0,0,0,Maintain Speed
348380,209.6519,0.6531048,116.4686,0.001532002,267.6727,-9.92E-06,0.2265703,0,0,0,5.757707,5.757707,5.757741,5.757741,0,0,0,0,0,0,0,0,Maintain Speed
348400,209.6473,0.6531045,116.4684,0.001427074,267.6727,-9.17E-06,0.2260596,0,0,0,5.744709,5.744709,5.744742,5.744742,0,0,0,0,0,0,0,0,Maintain Speed
348420,209.6428,0.6531043,116.4682,0.001328835,267.6727,-8.62E-06,0.2255501,0,0,0,5.731706,5.731706,5.73174,5.73174,0,0,0,0,0,0,0,0,Maintain Speed
348440,209.6383,0.6531041,116.4681,0.001239092,267.6727,-7.93E-06,0.2250418,0,0,0,5.7187,5.7187,5.718733,5.718733,0,0,0,0,0,0,0,0,Maintain Speed
348460,209.6339,0.6531039,116.4679,0.001160058,267.6727,-7.25E-06,0.2245347,0,0,0,5.705705,5.705705,5.705739,5.705739,0,0,0,0,0,0,0,0,Maintain Speed
348480,209.6294,0.6531038,116.4677,0.001093307,267.6727,-6.96E-06,0.2240288,0,0,0,5.692719,5.692719,5.692751,5.692751,0,0,0,0,0,0,0,0,Maintain Speed
348500,209.6249,0.6531037,116.4675,0.001039318,267.6727,-6.62E-06,0.2235241,0,0,0,5.679754,5.679754,5.679787,5.679787,0,0,0,0,0,0,0,0,Maintain Speed
348520,209.6205,0.6531036,116.4673,0.000998749,267.6727,-6.50E-06,0.2230205,0,0,0,5.666811,5.666811,5.666844,5.666844,0,0,0,0,0,0,0,0,Maintain Speed
348540,209.616,0.6531036,116.4671,0.000971146,267.6727,-6.21E-06,0.2225181,0,0,0,5.653901,5.653901,5.653933,5.653933,0,0,0,0,0,0,0,0,Maintain Speed
348560,209.6116,0.6531036,116.467,0.000955795,267.6727,-6.00E-06,0.2220167,0,0,0,5.641022,5.641022,5.641054,5.641054,0,0,0,0,0,0,0,0,Maintain Speed
348580,209.6071,0.6531036,116.4668,0.000951945,267.6727,-6.12E-06,0.2215165,0,0,0,5.628184,5.628184,5.628216,5.628216,0,0,0,0,0,0,0,0,Maintain Speed
348600,209.6027,0.6531037,116.4666,0.00095813,267.6727,-6.18E-06,0.2210175,0,0,0,5.615386,5.615386,5.615419,5.615419,0,0,0,0,0,0,0,0,Maintain Speed
348620,209.5983,0.6531038,116.4664,0.000972863,267.6727,-6.47E-06,0.2205194,0,0,0,5.602638,5.602638,5.602671,5.602671,0,0,0,0,0,0,0,0,Maintain Speed
348640,209.5939,0.6531039,116.4662,0.000994854,267.6727,-6.72E-06,0.2200225,0,0,0,5.589934,5.589934,5.589966,5.589966,0,0,0,0,0,0,0,0,Maintain Speed
348660,209.5895,0.6531041,116.4661,0.00102232,267.6727,-7.18E-06,0.2195266,0,0,0,5.577274,5.577274,5.577306,5.577306,0,0,0,0,0,0,0,0,Maintain Speed
348680,209.5852,0.6531042,116.4659,0.00105365,267.6727,-7.56E-06,0.2190319,0,0,0,5.56466,5.56466,5.564691,5.564691,0,0,0,0,0,0,0,0,Maintain Speed
348700,209.5808,0.6531043,116.4657,0.001087429,267.6727,-7.96E-06,0.2185382,0,0,0,5.552094,5.552094,5.552125,5.552125,0,0,0,0,0,0,0,0,Maintain Speed
348720,209.5764,0.6531044,116.4655,0.001121589,267.6727,-8.23E-06,0.2180455,0,0,0,5.539575,5.539575,5.539607,5.539606,0,0,0,0,0,0,0,0,Maintain Speed
348740,209.5721,0.6531044,116.4654,0.001155405,267.6727,-8.51E-06,0.217554,0,0,0,5.527096,5.527096,5.527128,5.527128,0,0,0,0,0,0,0,0,Maintain Speed
348760,209.5677,0.6531044,116.4652,0.001187529,267.6727,-8.53E-06,0.2170635,0,0,0,5.514662,5.514662,5.514693,5.514693,0,0,0,0,0,0,0,0,Maintain Speed
348780,209.5634,0.6531044,116.465,0.001217201,267.6727,-8.80E-06,0.2165742,0,0,0,5.502264,5.502264,5.502295,5.502295,0,0,0,0,0,0,0,0,Maintain Speed
348800,209.5591,0.6531044,116.4648,0.001243063,267.6727,-9.07E-06,0.2160859,0,0,0,5.489905,5.489905,5.489936,5.489936,0,0,0,0,0,0,0,0,Maintain Speed
348820,209.5548,0.6531044,116.4647,0.001264936,267.6727,-9.22E-06,0.2155987,0,0,0,5.477584,5.477584,5.477615,5.477615,0,0,0,0,0,0,0,0,Maintain Speed
348840,209.5505,0.6531044,116.4645,0.001282218,267.6727,-9.48E-06,0.2151126,0,0,0,5.465293,5.465293,5.465324,5.465324,0,0,0,0,0,0,0,0,Maintain Speed
348860,209.5462,0.6531044,116.4643,0.001294835,267.6727,-9.73E-06,0.2146276,0,0,0,5.453032,5.453032,5.453063,5.453063,0,0,0,0,0,0,0,0,Maintain Speed
348880,209.5419,0.6531044,116.4641,0.001303127,267.6727,-9.69E-06,0.2141436,0,0,0,5.440796,5.440796,5.440827,5.440827,0,0,0,0,0,0,0,0,Maintain Speed
348900,209.5377,0.6531044,116.464,0.001307089,267.6727,-9.60E-06,0.2136608,0,0,0,5.428589,5.428589,5.428619,5.428619,0,0,0,0,0,0,0,0,Maintain Speed
348920,209.5334,0.6531044,116.4638,0.001306734,267.6727,-9.42E-06,0.213179,0,0,0,5.416409,5.416409,5.416439,5.416439,0,0,0,0,0,0,0,0,Maintain Speed
348940,209.5291,0.6531044,116.4636,0.001302942,267.6727,-9.31E-06,0.2126984,0,0,0,5.404246,5.404246,5.404276,5.404276,0,0,0,0,0,0,0,0,Maintain Speed
348960,209.5249,0.6531044,116.4634,0.00129588,267.6727,-9.04E-06,0.2122188,0,0,0,5.392109,5.392109,5.392138,5.392138,0,0,0,0,0,0,0,0,Maintain Speed
348980,209.5207,0.6531044,116.4633,0.001286124,267.6727,-9.00E-06,0.2117403,0,0,0,5.379993,5.379993,5.380023,5.380023,0,0,0,0,0,0,0,0,Maintain Speed
349000,209.5164,0.6531044,116.4631,0.00127453,267.6727,-8.96E-06,0.211263,0,0,0,5.367898,5.367898,5.367927,5.367927,0,0,0,0,0,0,0,0,Maintain Speed
349020,209.5122,0.6531044,116.4629,0.001260997,267.6727,-8.88E-06,0.2107867,0,0.0569379,0,5.355822,5.355822,5.355851,5.355851,0,0,0,0,0,0,0,0,Maintain Speed
349040,209.5078,0.6531039,116.4627,359.9933,267.6727,-8.65E-06,0.2226293,0,0.1182696,0,6.229126,6.229125,-1.236708,-1.23649,0,0,85.912,85.912,0,0,0,0,Speed Up
349060,209.5034,0.6531026,116.4626,359.9858,267.6727,-8.53E-06,0.2232836,0,0.1847838,0,6.236274,6.236087,14.29705,14.31271,0,0,249.6344,249.6344,0,0,0,0,Speed Up
349080,209.4981,0.6530991,116.4623,359.9518,267.6726,-8.38E-06,0.2658675,0,0.2420166,0,6.7251,6.724664,1.548043,1.189317,0,0,427.8976,427.8976,0,0,0,0,Speed Up
349100,209.4925,0.6530917,116.4621,359.9093,267.6823,-9.56E-06,0.2865223,0,0.3015321,0,7.958337,8.03252,5.905108,32.23288,0,0,580.2424,580.2424,0,0,0,0,Speed Up
349120,209.4858,0.653078,116.4618,359.8384,267.6802,-4.73E-05,0.3418981,0,0.3574797,0,8.829421,8.860737,18.68265,9.793673,0,0,738.7767,738.7767,0,0,0,0,Speed Up
349140,209.4781,0.653054,116.4615,359.7466,267.6859,8.66E-06,0.3961646,0,0.4232349,0,10.52997,10.40063,12.54576,27.4247,0,0,890.3064,890.3064,0,0,0,0,Speed Up
349160,209.4693,0.6530176,116.4612,359.6408,267.6864,4.16E-06,0.4486158,0,0.4800831,0,12.11166,12.10155,38.89071,39.02723,0,0,1065.799,1065.799,0,0,0,0,Speed Up
349180,209.4594,0.6529669,116.4608,359.5182,267.6869,2.83E-05,0.5132374,0,0.5370725,0,14.02001,14.0031,55.62267,56.15885,0,0,1215.829,1215.829,0,0,0,0,Speed Up
349200,209.4476,0.6529003,116.4603,359.3641,267.6876,6.49E-05,0.6064862,0,0.6018659,0,16.67156,16.65044,54.74975,56.21218,0,0,1367.879,1367.879,0,0,0,0,Speed Up
349220,209.4337,0.6528126,116.4597,359.1773,267.6898,0.000135791,0.7166075,0,0.6589041,0,19.72275,19.66745,46.53334,52.97932,0,0,1542.365,1542.365,0,0,0,0,Speed Up
349240,209.4175,0.6526986,116.4591,358.9657,267.6891,0.000190529,0.8315693,0,0.7270116,0,23.53904,23.54585,43.0372,41.84048,0,0,1600,1600,0,0,0,0,Speed Up
349260,209.3992,0.6525575,116.4583,358.7395,267.6928,0.000277544,0.9440012,0,0.7769661,0,26.20283,26.25911,32.45753,44.13691,0,0,1600,1600,0,0,0,0,Speed Up
349280,209.3787,0.6523893,116.4575,358.5129,267.685,0.000260382,1.048608,0.0237684,0.8406848,0,28.84453,28.69473,51.20795,31.86818,0,0,1600,1600,0,0,0,0,Speed Up
349300,209.3559,0.6521953,116.4566,358.2856,267.6836,0.000257421,1.164083,0.08124781,0.8981642,0,31.11545,31.17031,35.45104,32.86533,0,0,1600,1600,0,0,0,0,Speed Up
349320,209.3312,0.6519796,116.4557,358.0808,267.694,0.003972276,1.257509,0.1414389,0.9583553,0,33.92159,33.89235,38.99597,55.37467,0,0,1600,1600,0,0,0,0,Speed Up
349340,209.3045,0.6517486,116.4549,357.8965,267.7092,0.01307656,1.359373,0.2065284,1,0,36.49312,36.09445,49.93673,53.08112,0,0,1600,1600,0,0,0,0,Speed Up
349360,209.2753,0.6515101,116.4543,357.7245,267.7379,0.02881431,1.475731,0.2671266,1,0,38.56423,37.69529,41.49017,40.77977,0,0,1600,1600,0,0,0,0,Speed Up
349380,209.2443,0.6512706,116.454,357.5894,267.7851,0.05118848,1.565527,0.3292482,1,0,41.34015,39.86609,55.13334,52.32798,0,0,1600,1600,0,0,0,0,Speed Up
349400,209.2114,0.6510409,116.454,357.4883,267.8559,0.0802376,1.658457,0.3826704,1,0,43.82386,41.62097,63.1075,60.38756,0,0,1600,1600,0,0,0,0,Speed Up
349420,209.1764,0.65083,116.4543,357.4165,267.9531,0.1152479,1.756418,0.4440183,1,0,46.23821,43.18955,65.20998,60.6728,0,0,1600,1600,0,0,0,0,Speed Up
349440,209.1395,0.6506462,116.4551,357.3744,268.0812,0.1560708,1.852133,0.5015301,1,0,48.59259,44.61968,65.69144,61.46019,0,0,1600,1600,0,0,0,0,Speed Up
349460,209.1006,0.6504964,116.4564,357.3596,268.2439,0.2020748,1.947722,0.5652094,1,0,50.88591,45.92191,62.89081,60.17414,0,0,1600,1600,0,0,0,0,Speed Up
349480,209.0598,0.6503863,116.4584,357.3708,268.4436,0.2530615,2.04076,0.627174,1,0,53.00772,46.99993,60.50596,56.2772,0,0,1600,1600,0,0,0,0,Speed Up
349500,209.0174,0.6503204,116.461,357.4133,268.6805,0.3079284,2.121724,0.5715774,1,0,55.4604,48.25513,69.27798,57.37616,0,0,1600,1600,0,0,0,0,Speed Up
349520,208.9731,0.6503005,116.4641,357.4761,268.9536,0.3601399,2.210507,0.5113512,1,0,58.35603,50.01789,67.70805,59.40042,0,0,1600,1600,0,0,0,0,Speed Up
349540,208.9271,0.6503263,116.4677,357.5544,269.2527,0.4030808,2.300066,0.4474209,1,0,61.54665,52.14886,73.05457,62.09355,0,0,1600,1600,0,0,0,0,Speed Up
349560,208.8792,0.6503946,116.4716,357.6401,269.5704,0.4325922,2.394978,0.3866974,1,0,64.49622,54.33047,75.73385,64.81297,0,0,1600,1600,0,0,0,0,Speed Up
349580,208.8293,0.6505001,116.4757,357.7282,269.899,0.4465648,2.491823,0.3298036,1,0,67.3245,56.64008,79.46542,67.95442,0,0,1600,1600,0,0,0,0,Speed Up
349600,208.7775,0.6506367,116.48,357.8143,270.2322,0.444638,2.59045,0.2672035,1,0,70.01328,59.05045,82.96059,71.19951,0,0,1600,1600,0,0,0,0,Speed Up
349620,208.7237,0.6507968,116.4844,357.8949,270.5635,0.4266118,2.690264,0.206056,1,0,72.60471,61.58176,86.40737,74.56274,0,0,1600,1600,0,0,0,0,Speed Up
349640,208.6679,0.650972,116.4888,357.9675,270.8873,0.3934,2.790685,0.1531579,1,0,75.0655,64.2068,89.75863,78.00019,0,0,1600,1600,0,0,0,0,Speed Up
349660,208.6101,0.651154,116.4933,358.0305,271.1985,0.3469985,2.891219,0.09189641,1,0,77.41627,66.91891,93.01499,81.48183,0,0,1600,1600,0,0,0,0,Speed Up
349680,208.5503,0.651335,116.4977,358.083,271.4914,0.2883692,2.991514,0.02893151,1,0,79.62526,69.69108,96.15592,85.00982,0,0,1600,1600,0,0,0,0,Speed Up
349700,208.4885,0.6515074,116.502,358.1248,271.7602,0.2187919,3.091102,0,1,0,81.67611,72.52135,99.16737,88.57218,0,0,1600,1600,0,0,0,0,Speed Up
349720,208.4248,0.6516648,116.5061,358.1562,272.0039,0.1436523,3.190209,0,1,0,83.78976,75.49485,102.1022,92.10407,0,0,1600,1600,0,0,0,0,Speed Up
349740,208.3591,0.6518018,116.5103,358.1773,272.2253,0.06970695,3.289239,0,1,0,86.02676,78.52643,105.0132,95.56903,0,0,1600,1600,0,0,0,0,Speed Up
349760,208.2914,0.6519144,116.5144,358.1887,272.4267,0.001518341,3.388183,0,1,0,88.29485,81.49873,107.8998,98.97325,0,0,1600,1600,0,0,0,0,Speed Up
349780,208.2218,0.652,116.5187,358.191,272.6102,359.9421,3.486993,0,1,0,90.58746,84.41422,110.7502,102.3217,0,0,1600,1600,0,0,0,0,Speed Up
349800,208.1502,0.6520575,116.523,358.1854,272.7779,359.8934,3.585646,0,1,0,92.89866,87.27573,113.5585,105.6215,0,0,1600,1600,0,0,0,0,Speed Up
349820,208.0767,0.6520867,116.5275,358.1727,272.9313,359.8563,3.684131,0,1,0,95.22306,90.08612,116.3211,108.8777,0,0,1600,1600,0,0,0,0,Speed Up
349840,208.0013,0.6520892,116.532,358.1541,273.072,359.8311,3.782444,0,1,0,97.55599,92.84843,119.0382,112.0945,0,0,1600,1600,0,0,0,0,Speed Up
349860,207.9238,0.6520671,116.5367,358.131,273.2014,359.8173,3.880581,0,1,0,99.89362,95.56583,121.7131,115.2764,0,0,1600,1600,0,0,0,0,Speed Up
349880,207.8445,0.6520234,116.5415,358.1045,273.3204,359.8141,3.97854,0,1,0,102.2229,98.24159,124.3522,118.4274,0,0,1600,1600,0,0,0,0,Speed Up
349900,207.7632,0.6519619,116.5464,358.0759,273.4302,359.8204,4.07632,0,1,0,104.5396,100.8787,126.9621,121.5512,0,0,1600,1600,0,0,0,0,Speed Up
349920,207.6799,0.6518866,116.5515,358.0462,273.5316,359.8348,4.173919,0,1,0,106.8521,103.4605,129.5508,124.6502,0,0,1600,1600,0,0,0,0,Speed Up
349940,207.5947,0.6518016,116.5567,358.0165,273.6254,359.8558,4.27132,0,1,0,109.1596,106.0064,132.1257,127.7276,0,0,1600,1600,0,0,0,0,Speed Up
349960,207.5075,0.6517112,116.562,357.9879,273.7122,359.8818,4.368516,0,1,0,111.4612,108.5229,134.6944,130.784,0,0,1600,1600,0,0,0,0,Speed Up
349980,207.4185,0.6516193,116.5676,357.961,273.7925,359.9112,4.465501,0,1,0,113.7567,111.0132,137.264,133.8232,0,0,1600,1600,0,0,0,0,Speed Up
